id,nearc2,nearc4,nearc4a,nearc4b,ed76,ed66,age76,age76sq,exper,expersq,daded,nodaded,momed,nomomed,weight,momdad14,sinmom14,step14,reg661,reg662,reg663,reg664,reg665,reg666,reg667,reg668,reg669,south66,work76,work78,lwage76,lwage78,famed,f1,f2,f3,f4,f5,f6,f7,f8,black,smsa76r,smsa78r,reg76r,reg78r,reg80r,smsa66r,wage76,wage78,wage80,noint78,noint80,enroll76,enroll78,enroll80,kww,iq,marsta76,marsta78,marsta80,libcrd14
1024,0,0,0,0,9,8,24,576,9,81,10.0,0,12.0,0,318670,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6.05678401,,6,0,0,0,0,0,1,0,0,0,0,,0,,,0,427.0,,,1,1,1,,,36.0,,6.0,,,1.0
1025,0,0,0,0,12,12,32,1024,14,196,8.0,0,8.0,0,316862,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,8,0,0,0,0,0,0,0,1,0,0,0.0,0,0.0,0.0,0,,,,0,0,0,0.0,0.0,37.0,105.0,1.0,1.0,1.0,0.0
1026,0,0,0,0,12,9,25,625,7,49,12.0,0,10.25,1,312925,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,5.47646355,5.89332428,5,0,0,0,0,1,0,0,0,0,0,0.0,0,0.0,0.0,0,239.0,417.0,,0,0,0,0.0,0.0,40.0,117.0,1.0,1.0,1.0,0.0
1027,0,0,0,0,13,8,24,576,5,25,12.0,0,10.25,1,312925,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,5.95324333,6.17559606,5,0,0,0,0,1,0,0,0,0,0,0.0,0,0.0,,0,385.0,553.0,,0,1,0,0.0,,21.0,,1.0,4.0,,0.0
1028,0,0,0,0,12,12,29,841,11,121,4.0,0,8.0,0,475820,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,5.85793315,5.98053548,8,0,0,0,0,0,0,0,1,0,0,0.0,0,0.0,0.0,0,350.0,455.0,600.0,0,0,0,0.0,0.0,32.0,107.0,1.0,1.0,1.0,0.0
1030,0,0,0,0,12,9,29,841,11,121,9.94,1,10.25,1,551690,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,6.3952616,6.51953198,9,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,599.0,780.0,434.0,0,0,1,0.0,0.0,40.0,103.0,1.0,1.0,1.0,1.0
1031,0,0,0,0,15,12,31,961,10,100,10.0,0,12.0,0,612989,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,6.62007321,6.74267553,6,0,0,0,0,0,1,0,0,0,1,1.0,0,0.0,0.0,0,750.0,975.0,1100.0,0,0,0,0.0,1.0,45.0,105.0,1.0,1.0,1.0,1.0
1033,0,0,0,0,16,16,33,1089,11,121,12.0,0,9.0,0,316862,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,6.53958596,6.47764104,5,0,0,0,0,1,0,0,0,0,0,0.0,0,0.0,0.0,0,692.0,748.0,841.0,0,0,0,0.0,1.0,41.0,105.0,1.0,1.0,1.0,1.0
1034,0,0,0,0,12,12,34,1156,16,256,12.0,0,14.0,0,316862,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,4.99043259,5.00190161,2,0,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,147.0,171.0,235.0,0,0,0,0.0,0.0,43.0,88.0,1.0,1.0,1.0,1.0
1036,1,1,1,0,12,10,26,676,8,64,12.0,0,10.0,0,364232,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,5.6347896,6.02355286,5,0,0,0,0,1,0,0,0,0,1,0.0,0,0.0,0.0,0,280.0,475.0,,0,0,0,0.0,0.0,34.0,96.0,1.0,5.0,5.0,1.0
1037,1,1,1,0,18,16,32,1024,8,64,9.94,1,7.0,0,316862,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6.64509097,6.68786729,9,0,0,0,0,0,0,0,0,0,1,1.0,0,0.0,0.0,0,769.0,923.0,82.0,0,0,0,0.0,0.0,46.0,105.0,1.0,1.0,1.0,1.0
1038,1,1,1,0,13,12,32,1024,13,169,7.0,0,12.0,0,316862,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6.91770561,7.0965774,6,0,0,0,0,0,1,0,0,0,1,1.0,0,0.0,0.0,0,1010.0,1389.0,1351.0,0,0,0,0.0,0.0,41.0,,4.0,4.0,4.0,0.0
1040,1,1,1,0,14,10,26,676,6,36,16.0,0,14.0,0,327808,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6.24804287,6.24036059,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,517.0,590.0,,0,0,0,0.0,0.0,34.0,100.0,1.0,1.0,1.0,1.0
1041,1,1,1,0,16,11,26,676,4,16,16.0,0,14.0,0,327808,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,5.99146455,5.96948564,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,400.0,450.0,525.0,0,0,0,1.0,1.0,43.0,116.0,6.0,6.0,6.0,1.0
1043,1,1,1,0,12,12,29,841,11,121,7.0,0,9.0,0,428238,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,,,8,0,0,0,0,0,0,0,1,0,0,0.0,0,0.0,0.0,0,37.0,51.0,143.0,0,0,0,0.0,0.0,,,6.0,6.0,6.0,0.0
1044,1,1,1,0,12,12,34,1156,16,256,12.0,0,16.0,0,311150,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,2,0,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,,,1160.0,0,0,0,0.0,0.0,35.0,84.0,1.0,1.0,1.0,0.0
1046,1,1,1,0,12,9,25,625,7,49,12.0,0,10.0,0,318670,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,5.92692603,5.87395321,5,0,0,0,0,1,0,0,0,0,0,0.0,0,0.0,0.0,0,375.0,409.0,500.0,0,0,0,0.0,0.0,22.0,86.0,1.0,1.0,1.0,1.0
1047,0,1,1,0,12,12,31,961,13,169,12.0,0,10.0,0,551690,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,6.39024067,6.34334541,5,0,0,0,0,1,0,0,0,0,0,0.0,0,0.0,0.0,0,596.0,654.0,795.0,0,0,0,0.0,0.0,27.0,88.0,1.0,1.0,1.0,1.0
1048,0,1,1,0,15,10,27,729,6,36,15.0,0,13.0,0,422310,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,,,,0,0,0,0.0,0.0,,121.0,4.0,4.0,4.0,1.0
1049,0,1,1,0,7,7,31,961,18,324,9.94,1,10.25,1,475820,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,5.85793315,6.45191179,9,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,350.0,729.0,449.0,0,0,0,0.0,0.0,34.0,,1.0,1.0,1.0,0.0
1050,0,1,1,0,11,11,33,1089,16,256,9.94,1,10.25,1,316862,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,6.03308622,5.72386923,9,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,417.0,352.0,500.0,0,0,0,0.0,0.0,34.0,97.0,1.0,5.0,4.0,1.0
1051,0,1,1,0,16,13,29,841,7,49,9.94,1,12.0,0,428238,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,5.8230459,,4,0,0,0,1,0,0,0,0,0,0,0.0,0,0.0,0.0,0,338.0,,,0,0,0,1.0,0.0,43.0,112.0,5.0,4.0,1.0,1.0
1052,0,1,1,0,18,11,26,676,2,4,18.0,0,14.0,0,327808,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,6.17586727,6.44087719,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,481.0,721.0,725.0,0,0,0,0.0,0.0,35.0,125.0,6.0,1.0,1.0,1.0
1053,0,1,1,0,12,11,28,784,10,100,11.0,0,11.0,0,327808,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6.2146081,,7,0,0,0,0,0,0,1,0,0,0,0.0,0,0.0,0.0,0,500.0,,,0,0,0,0.0,0.0,12.0,,1.0,1.0,1.0,1.0
1054,0,1,1,0,12,11,27,729,9,81,9.94,1,10.25,1,327808,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5.72031178,,9,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,305.0,,,0,0,0,0.0,0.0,37.0,,4.0,1.0,1.0,1.0
1055,0,1,1,0,12,9,25,625,7,49,9.94,1,10.25,1,318670,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,,5.38169898,9,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,,0,,250.0,,0,1,0,0.0,,30.0,,1.0,1.0,,1.0
1056,0,1,1,0,10,10,34,1156,18,324,9.0,0,10.25,1,316862,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,6.10924758,6.25716771,9,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,450.0,600.0,740.0,0,0,0,0.0,0.0,31.0,84.0,1.0,1.0,1.0,1.0
1058,1,1,1,0,16,13,29,841,7,49,14.0,0,12.0,0,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.64509097,6.82437367,2,0,1,0,0,0,0,0,0,0,1,1.0,0,0.0,0.0,1,769.0,1058.0,1250.0,0,0,0,0.0,0.0,45.0,117.0,1.0,1.0,1.0,1.0
1059,1,1,1,0,16,11,26,676,4,16,14.0,0,12.0,0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.58063914,6.70611793,2,0,1,0,0,0,0,0,0,0,1,1.0,0,0.0,0.0,1,721.0,940.0,1014.0,0,0,0,0.0,0.0,42.0,110.0,6.0,6.0,6.0,1.0
1060,1,1,1,0,13,12,29,841,10,100,9.94,1,9.0,0,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.90775528,6.99113689,9,0,0,0,0,0,0,0,0,0,1,1.0,0,0.0,0.0,1,1000.0,1250.0,1250.0,0,0,0,0.0,0.0,32.0,104.0,1.0,1.0,1.0,1.0
1062,1,1,1,0,14,13,30,900,10,100,12.0,0,12.0,0,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.43775165,6.76799334,3,0,0,1,0,0,0,0,0,0,1,1.0,0,0.0,0.0,1,625.0,1000.0,688.0,0,0,0,0.0,0.0,35.0,101.0,1.0,4.0,4.0,1.0
1063,1,1,1,0,16,10,26,676,4,16,12.0,0,11.0,0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.70563909,6.72925251,5,0,0,0,0,1,0,0,0,0,1,1.0,0,0.0,0.0,1,817.0,962.0,1346.0,0,0,0,0.0,0.0,33.0,99.0,1.0,1.0,1.0,1.0
1064,1,1,1,0,12,12,34,1156,16,256,8.0,0,10.25,1,358351,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5.93224519,,9,0,0,0,0,0,0,0,0,0,1,1.0,0,0.0,0.0,1,377.0,,,0,0,0,0.0,0.0,35.0,87.0,1.0,3.0,4.0,1.0
1065,1,1,1,0,10,10,34,1156,18,324,9.94,1,10.25,1,398168,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,5.6128107,9,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1,,315.0,445.0,0,0,0,0.0,0.0,31.0,80.0,1.0,1.0,1.0,0.0
1067,1,1,1,0,12,12,33,1089,15,225,9.94,1,10.25,1,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.56244409,6.44087719,9,0,0,0,0,0,0,0,0,0,1,1.0,0,0.0,0.0,1,708.0,721.0,265.0,0,0,0,0.0,0.0,43.0,101.0,1.0,1.0,1.0,0.0
1068,1,1,1,0,14,9,24,576,4,16,12.0,0,12.0,0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.01859321,6.21808032,3,0,0,1,0,0,0,0,0,0,1,0.0,0,0.0,0.0,1,411.0,577.0,1250.0,0,0,0,0.0,0.0,31.0,117.0,1.0,1.0,1.0,1.0
1070,1,1,1,0,13,13,32,1024,13,169,9.94,1,10.25,1,358351,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,7.19967835,7.06809793,9,0,0,0,0,0,0,0,0,0,1,1.0,0,0.0,0.0,1,1339.0,1350.0,1607.0,0,0,0,0.0,0.0,41.0,108.0,1.0,1.0,1.0,1.0
1071,1,1,1,0,12,12,34,1156,16,256,9.94,1,1.0,0,358351,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,6.57368017,6.62296756,9,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1,716.0,865.0,,0,0,0,0.0,0.0,42.0,,1.0,1.0,5.0,0.0
1075,1,1,1,0,10,10,32,1024,16,256,9.94,1,9.0,0,141996,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5.25749537,,9,0,0,0,0,0,0,0,0,1,1,,0,,,1,192.0,,,1,1,0,,,37.0,86.0,4.0,,,1.0
1076,1,1,1,0,16,15,32,1024,10,100,8.0,0,10.25,1,141996,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.68085468,6.87145204,9,0,0,0,0,0,0,0,0,1,1,1.0,0,0.0,0.0,1,797.0,1109.0,,0,0,0,0.0,0.0,43.0,,6.0,6.0,6.0,0.0
1077,1,1,1,0,16,16,34,1156,12,144,10.0,0,10.0,0,141996,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.82871207,6.96191403,7,0,0,0,0,0,0,1,0,1,1,1.0,0,0.0,0.0,1,924.0,1214.0,1453.0,0,0,0,0.0,0.0,33.0,69.0,1.0,1.0,1.0,1.0
1078,1,1,1,0,15,11,26,676,5,25,18.0,0,16.0,0,99110,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5.48063892,,1,1,0,0,0,0,0,0,0,1,1,1.0,0,1.0,,1,240.0,42.0,,0,1,1,0.0,,30.0,105.0,6.0,6.0,,1.0
1079,1,1,1,0,13,9,25,625,6,36,12.0,0,12.0,0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.43775165,6.66263282,3,0,0,1,0,0,0,0,0,0,1,1.0,0,0.0,0.0,1,625.0,900.0,,0,0,0,0.0,0.0,39.0,104.0,1.0,1.0,1.0,0.0
1080,1,1,1,0,8,6,24,576,10,100,7.0,0,10.0,0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6.93244789,,8,0,0,0,0,0,0,0,1,0,1,,0,,,1,1025.0,,,1,1,0,,,34.0,,1.0,,,0.0
1081,1,1,1,0,12,12,28,784,10,100,9.0,0,11.0,0,99110,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.22059017,6.1683365,7,0,0,0,0,0,0,1,0,1,0,0.0,1,1.0,1.0,1,503.0,549.0,1392.0,0,0,0,0.0,0.0,38.0,109.0,1.0,1.0,1.0,1.0
1086,1,1,1,0,12,10,26,676,8,64,8.0,0,8.0,0,405452,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,8,0,0,0,0,0,0,0,1,1,1,,0,,0.0,1,,,600.0,1,0,0,,0.0,35.0,108.0,6.0,,6.0,1.0
1088,1,1,1,0,16,16,34,1156,12,144,9.94,1,10.25,1,358351,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,9,0,0,0,0,0,0,0,0,0,1,1.0,0,0.0,0.0,1,,,,0,0,0,0.0,0.0,41.0,107.0,1.0,4.0,1.0,1.0
1089,1,1,1,0,16,12,28,784,6,36,8.0,0,8.0,0,370732,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,6.13556489,6.59839055,8,0,0,0,0,0,0,0,1,0,1,1.0,0,0.0,0.0,0,462.0,844.0,821.0,0,0,0,0.0,0.0,39.0,85.0,1.0,1.0,1.0,1.0
1090,1,1,1,0,16,10,25,625,3,9,9.0,0,11.0,0,360396,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,6.16541785,6.4422632,7,0,0,0,0,0,0,1,0,0,0,0.0,0,0.0,0.0,1,476.0,722.0,794.0,0,0,0,0.0,0.0,36.0,114.0,1.0,1.0,1.0,1.0
1091,1,1,1,0,15,11,26,676,5,25,8.0,0,13.0,0,370732,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,6.2146081,5.8517026,6,0,0,0,0,0,1,0,0,0,1,1.0,1,1.0,0.0,1,500.0,400.0,,0,0,0,0.0,0.0,33.0,99.0,4.0,4.0,4.0,1.0
1094,1,1,1,0,12,12,34,1156,16,256,9.94,1,10.25,1,358351,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,6.90775528,6.70611793,9,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1,1000.0,940.0,,0,0,0,0.0,0.0,42.0,,1.0,1.0,1.0,1.0
1095,1,1,1,0,13,13,34,1156,15,225,9.94,1,10.25,1,358351,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6.49677499,,9,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1,663.0,,500.0,0,0,0,0.0,0.0,46.0,90.0,1.0,1.0,1.0,1.0
1096,1,1,1,0,15,9,24,576,3,9,12.0,0,10.25,1,360396,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,5.8517026,5,0,0,0,0,1,0,0,0,0,0,0.0,0,0.0,0.0,1,,400.0,500.0,0,0,0,0.0,0.0,,121.0,6.0,6.0,6.0,1.0
1097,1,1,1,0,15,15,34,1156,13,169,12.0,0,12.0,0,358351,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,6.56103067,6.63788465,3,0,0,1,0,0,0,0,0,0,1,1.0,0,0.0,0.0,1,707.0,878.0,,0,0,0,0.0,0.0,46.0,119.0,1.0,1.0,1.0,1.0
1098,1,1,1,0,16,12,31,961,9,81,9.94,1,10.25,1,520447,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,6.83303173,7.02881795,9,0,0,0,0,0,0,0,0,0,1,1.0,1,0.0,0.0,1,928.0,1298.0,1611.0,0,0,0,0.0,0.0,42.0,120.0,1.0,1.0,1.0,1.0
1099,1,1,1,0,12,9,24,576,6,36,9.94,1,10.25,1,360396,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,5.70378247,5.99580295,9,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1,300.0,462.0,585.0,0,0,0,0.0,0.0,36.0,,1.0,1.0,1.0,1.0
1100,1,1,1,0,15,12,27,729,6,36,18.0,0,12.0,0,370732,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5.89989735,,2,0,1,0,0,0,0,0,0,0,1,1.0,0,0.0,0.0,0,365.0,,330.0,0,0,0,0.0,0.0,46.0,112.0,1.0,1.0,1.0,1.0
1101,1,1,1,0,12,12,30,900,12,144,9.94,1,10.25,1,468402,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,6.46925032,6.61250843,9,0,0,0,0,0,0,0,0,0,1,1.0,0,0.0,0.0,1,645.0,856.0,1000.0,0,0,0,0.0,0.0,,97.0,1.0,1.0,1.0,1.0
1102,0,1,1,0,12,10,26,676,8,64,10.0,0,9.0,0,370732,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,6.18100635,7,0,0,0,0,0,0,1,0,0,1,1.0,0,0.0,0.0,1,,556.0,758.0,0,0,0,0.0,0.0,31.0,,6.0,6.0,6.0,1.0
1103,0,1,1,0,14,12,31,961,11,121,13.0,0,8.0,0,484311,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,5,0,0,0,0,1,0,0,0,0,1,1.0,0,0.0,,1,,,,0,1,0,0.0,,52.0,111.0,6.0,6.0,,1.0
1104,0,1,1,0,18,10,25,625,1,1,14.0,0,12.0,0,360396,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,6.13556489,5.96948564,2,0,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1,462.0,450.0,520.0,0,0,0,0.0,0.0,30.0,107.0,1.0,1.0,1.0,1.0
1105,0,1,1,0,18,17,33,1089,9,81,8.0,0,12.0,0,358351,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,6.93342303,6.99831109,6,0,0,0,0,0,1,0,0,0,1,1.0,0,0.0,0.0,1,1026.0,1259.0,1731.0,0,0,0,0.0,0.0,41.0,117.0,1.0,1.0,1.0,1.0
1107,0,1,1,0,12,9,24,576,6,36,12.0,0,12.0,0,360396,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,6.26339826,6.30595788,3,0,0,1,0,0,0,0,0,0,1,1.0,0,0.0,0.0,1,525.0,630.0,790.0,0,0,0,0.0,0.0,34.0,,1.0,1.0,1.0,1.0
1108,0,1,1,0,18,15,30,900,6,36,16.0,0,14.0,0,484311,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,1,1,0,0,0,0,0,0,0,0,1,1.0,0,0.0,0.0,1,,,,0,0,0,0.0,0.0,39.0,117.0,1.0,1.0,1.0,1.0
1110,0,1,1,0,18,12,29,841,5,25,16.0,0,16.0,0,484311,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,5.92692603,6.21808032,1,1,0,0,0,0,0,0,0,0,1,1.0,0,0.0,0.0,1,375.0,577.0,1202.0,0,0,0,1.0,0.0,41.0,125.0,6.0,6.0,6.0,1.0
1111,0,1,1,0,18,17,34,1156,10,100,18.0,0,16.0,0,358351,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,7.33823815,7.4218798,1,1,0,0,0,0,0,0,0,0,1,1.0,0,0.0,0.0,1,1538.0,1923.0,1923.0,0,0,0,0.0,0.0,47.0,112.0,1.0,1.0,1.0,1.0
1112,0,1,1,0,18,16,33,1089,9,81,18.0,0,14.0,0,358351,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6.82762923,,1,1,0,0,0,0,0,0,0,0,1,1.0,0,0.0,0.0,1,923.0,,1155.0,0,0,0,0.0,0.0,46.0,106.0,5.0,4.0,4.0,1.0
1113,0,1,1,0,13,11,26,676,7,49,8.0,0,12.0,0,370732,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6.34212142,,6,0,0,0,0,0,1,0,0,0,1,0.0,0,0.0,,1,568.0,,,0,1,0,0.0,,40.0,104.0,4.0,1.0,,1.0
1114,0,1,1,0,14,10,25,625,5,25,8.0,0,12.0,0,360396,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6.39692966,,6,0,0,0,0,0,1,0,0,0,1,1.0,0,0.0,0.0,1,600.0,,,0,0,0,0.0,0.0,23.0,89.0,6.0,1.0,1.0,1.0
1115,0,1,1,0,15,11,27,729,6,36,17.0,0,12.0,0,370732,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,6.58063914,6.5597384,2,0,1,0,0,0,0,0,0,0,1,1.0,0,0.0,0.0,1,721.0,812.0,2163.0,0,0,0,0.0,0.0,38.0,116.0,1.0,1.0,1.0,1.0
1116,0,1,1,0,17,8,24,576,1,1,18.0,0,12.0,0,360396,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7.01750614,,2,0,1,0,0,0,0,0,0,0,1,1.0,0,0.0,0.0,1,1116.0,,,0,0,1,0.0,0.0,46.0,,6.0,6.0,6.0,1.0
1119,0,1,1,0,14,11,26,676,6,36,12.0,0,12.0,0,370732,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,6.5597384,3,0,0,1,0,0,0,0,0,0,1,1.0,0,0.0,0.0,1,,812.0,903.0,0,0,0,0.0,0.0,43.0,128.0,5.0,1.0,1.0,1.0
1120,0,1,1,0,12,12,33,1089,15,225,9.94,1,8.0,0,358351,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,9,0,0,0,0,0,0,0,0,0,1,1.0,0,0.0,0.0,1,,,,0,0,0,0.0,0.0,41.0,102.0,1.0,1.0,1.0,0.0
1121,0,1,1,0,14,11,27,729,7,49,9.94,1,8.0,0,370732,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,6.56807791,6.46688824,9,0,0,0,0,0,0,0,0,0,1,1.0,0,0.0,0.0,1,712.0,740.0,923.0,0,0,0,0.0,0.0,44.0,123.0,1.0,1.0,4.0,1.0
1122,0,1,1,0,16,14,29,841,7,49,9.94,1,8.0,0,484311,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,6.69456206,6.67697394,9,0,0,0,0,0,0,0,0,0,1,1.0,0,0.0,0.0,1,808.0,913.0,1115.0,0,0,0,0.0,0.0,40.0,118.0,1.0,1.0,1.0,1.0
1123,0,1,1,0,12,9,24,576,6,36,9.0,0,8.0,0,360396,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,8,0,0,0,0,0,0,0,1,0,1,,0,,,1,,,,1,1,0,,,30.0,106.0,1.0,,,1.0
1124,0,1,1,0,11,11,27,729,10,100,8.0,0,12.0,0,370732,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6.82979374,,6,0,0,0,0,0,1,0,0,0,1,1.0,0,0.0,0.0,1,925.0,,,0,0,0,0.0,0.0,31.0,106.0,1.0,1.0,1.0,1.0
1125,0,1,1,0,12,12,33,1089,15,225,7.0,0,10.25,1,358351,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,9,0,0,0,0,0,0,0,0,0,1,1.0,0,0.0,0.0,1,,,,0,0,0,0.0,0.0,40.0,110.0,1.0,1.0,1.0,0.0
1126,0,1,1,0,9,8,25,625,10,100,9.94,1,10.25,1,360396,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6.30991828,,9,0,0,0,0,0,0,0,0,0,1,1.0,0,0.0,0.0,1,550.0,,583.0,0,0,0,0.0,0.0,22.0,,4.0,4.0,1.0,1.0
1127,0,1,1,0,12,10,26,676,8,64,9.94,1,10.25,1,358554,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,5.60211882,5.60003097,9,0,0,0,0,0,0,0,0,0,1,1.0,0,0.0,0.0,1,271.0,311.0,449.0,0,0,0,0.0,0.0,20.0,91.0,6.0,6.0,6.0,1.0
1129,1,1,0,1,7,7,32,1024,19,361,8.0,0,11.0,0,398168,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.72503364,6.76799334,8,0,0,0,0,0,0,0,1,0,1,1.0,0,0.0,0.0,1,833.0,1000.0,670.0,0,0,0,0.0,0.0,22.0,,1.0,1.0,1.0,1.0
1130,1,1,0,1,12,12,30,900,12,144,7.0,0,12.0,0,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,7.09007684,7.07694754,6,0,0,0,0,0,1,0,0,0,1,1.0,0,0.0,0.0,1,1200.0,1362.0,1500.0,0,0,0,0.0,0.0,29.0,103.0,1.0,1.0,1.0,1.0
1131,1,1,0,1,14,12,33,1089,13,169,6.0,0,8.0,0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.36475076,6.41131839,8,0,0,0,0,0,0,0,1,0,1,1.0,0,0.0,0.0,1,581.0,700.0,826.0,0,0,0,0.0,0.0,40.0,114.0,1.0,1.0,1.0,0.0
1132,1,1,0,1,17,15,34,1156,11,121,12.0,0,8.0,0,141996,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.53087763,6.49749609,5,0,0,0,0,1,0,0,0,1,1,1.0,0,0.0,0.0,1,686.0,763.0,1000.0,0,0,0,0.0,0.0,41.0,105.0,1.0,1.0,5.0,1.0
1133,1,1,0,1,18,16,32,1024,8,64,12.0,0,8.0,0,141996,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.90775528,7.14299924,5,0,0,0,0,1,0,0,0,1,1,1.0,0,0.0,0.0,1,1000.0,1455.0,1857.0,0,0,0,0.0,0.0,34.0,84.0,1.0,1.0,1.0,1.0
